Date,Temperature,Precipitation,Humidity,Latitude,Longitude,Temperature_F,Is_Hot
2023-01-01 14:00:00,11.0,0,52.9,77.24604909810373,-129.86853451750656,51.8,0
2023-01-01 18:00:00,11.5,0,54.9,71.38343852442183,96.39526237716157,52.7,0
2023-01-02 03:00:00,13.1,5,57.6,-43.453513595738876,-28.183457690670103,55.58,0
2023-01-02 04:00:00,10.4,0,42.9,-10.253932859228508,-40.5996691643255,50.72,0
2023-01-02 04:00:00,6.7,5,60.8,-14.689883991899968,-61.42346305125274,44.06,0
2023-01-02 10:00:00,6.9,0,58.8,-18.086618774351738,-155.45281688443342,44.42,0
2023-01-02 11:00:00,6.9,0,56.9,-27.88492580761793,-21.36064196725432,44.42,0
2023-01-02 18:00:00,9.8,0,58.9,-36.655629567608095,-135.41543038590572,49.64,0
2023-01-03 07:00:00,13.9,15,54.9,-66.20766160430308,-66.07543288521018,57.02,0
2023-01-03 11:00:00,10.1,0,47.7,-85.46416293220747,-98.94203128226452,50.18,0
2023-01-03 16:00:00,9.3,15,45.6,-11.12784961529799,75.37997585677904,48.74,0
2023-01-04 01:00:00,8.3,0,41.4,31.64812651873325,-126.5375586082749,46.94,0
2023-01-04 12:00:00,12.4,0,59.7,63.20713237667671,92.32239167600825,54.32,0
2023-01-04 17:00:00,16.6,0,50.1,-66.9013448060224,63.58220407890233,61.88,0
2023-01-05 02:00:00,11.5,0,48.1,32.33397283112585,16.706546716367548,52.7,0
2023-01-05 10:00:00,9.8,0,49.6,-50.30923258158352,95.27434213855446,49.64,0
2023-01-05 19:00:00,10.3,0,49.1,58.91438695270426,-94.50601013902177,50.54,0
2023-01-05 23:00:00,6.3,15,45.5,86.2472799181108,-58.92357806267993,43.34,0
2023-01-06 19:00:00,13.9,0,63.3,28.56917497086399,-64.65553698952263,57.02,0
2023-01-08 03:00:00,8.8,0,53.1,58.6916432186914,78.92827220729947,47.84,0
2023-01-08 10:00:00,12.3,0,46.3,7.955759250666395,143.2638778266069,54.14,0
2023-01-08 14:00:00,10.7,0,49.2,-57.387009770985095,-56.83226395971782,51.26,0
2023-01-08 18:00:00,9.5,0,57.4,-25.114589074520303,-136.33092071800772,49.1,0
2023-01-09 07:00:00,12.5,0,55.7,-44.48553871497999,96.99932859176045,54.5,0
2023-01-09 23:00:00,12.6,0,58.1,-66.42472626104866,96.74896729050465,54.68,0
2023-01-10 15:00:00,9.6,0,49.4,-29.258229786438786,83.25021216505503,49.28,0
2023-01-10 15:00:00,6.3,0,55.8,7.4473957633388865,-23.56885321038167,43.34,0
2023-01-11 02:00:00,16.1,0,39.3,78.46870468474071,-79.55701547479322,60.980000000000004,0
2023-01-11 20:00:00,12.4,0,54.7,55.02861462027922,-44.26058483938843,54.32,0
2023-01-12 09:00:00,18.1,0,43.2,31.15658356401906,154.859473030518,64.58,0
2023-01-12 13:00:00,13.6,15,43.9,67.3753201446745,-14.281541768604571,56.48,0
2023-01-13 17:00:00,10.1,0,45.0,-38.169838318321354,-90.50224153920972,50.18,0
2023-01-13 20:00:00,14.1,0,74.1,30.459425386476006,-176.46208107487638,57.379999999999995,0
2023-01-13 21:00:00,18.6,0,68.9,-8.246940707392907,147.57485693749868,65.48,0
2023-01-14 23:00:00,11.6,15,59.2,-31.620712076726758,19.01335525860567,52.879999999999995,0
2023-01-15 07:00:00,12.9,0,51.2,-84.9865966522066,-165.62788827704955,55.22,0
2023-01-15 15:00:00,14.4,20,50.1,21.45109236585061,-106.27113273976458,57.92,0
2023-01-15 16:00:00,15.6,0,61.5,9.119408299353275,157.70309024452726,60.08,0
2023-01-16 04:00:00,16.9,0,47.1,88.2598146828567,-162.1418729941862,62.42,0
2023-01-16 04:00:00,14.7,0,52.6,-44.84176201967396,107.20968528278611,58.459999999999994,0
2023-01-16 19:00:00,17.3,0,50.7,-87.96554341397595,-6.263555161852552,63.14,0
2023-01-17 13:00:00,6.2,0,55.5,32.79450406591778,-131.86956441620296,43.16,0
2023-01-17 14:00:00,7.1,0,49.5,22.62274420704347,74.74341086659271,44.78,0
2023-01-18 01:00:00,17.3,0,51.0,-6.48329432996027,145.90763964378556,63.14,0
2023-01-18 03:00:00,13.9,0,51.2,55.828996192746445,10.334635158258942,57.02,0
2023-01-18 09:00:00,12.5,0,60.9,-57.45867289877168,-74.64416483973318,54.5,0
2023-01-18 17:00:00,15.5,0,85.6,89.59489002183611,-155.2485936879045,59.9,0
2023-01-18 19:00:00,16.3,0,58.1,-30.92769309642984,-38.40455866133207,61.34,0
2023-01-19 16:00:00,14.4,0,48.9,-26.042445274700214,41.55148073550075,57.92,0
2023-01-19 22:00:00,24.1,0,63.2,25.470806626125306,-109.26469189576399,75.38,0
2023-01-20 00:00:00,12.9,0,57.0,36.37934174048267,-166.17568416251595,55.22,0
2023-01-20 03:00:00,15.8,0,60.4,-62.74218341340661,-72.77061657952395,60.440000000000005,0
2023-01-20 07:00:00,11.1,15,58.4,70.11347598787737,93.60199618635545,51.98,0
2023-01-20 10:00:00,12.9,0,59.1,60.8814757947241,-70.78120429351206,55.22,0
2023-01-20 12:00:00,13.6,10,69.4,-48.631189356428685,88.27730736870043,56.48,0
2023-01-20 15:00:00,18.1,0,65.9,-39.84424863929345,-46.71641315355238,64.58,0
2023-01-21 18:00:00,10.9,0,73.2,-62.63125786359148,-67.65694392527257,51.620000000000005,0
2023-01-21 22:00:00,9.1,0,44.5,-15.7896489903002,78.21427531167231,48.379999999999995,0
2023-01-22 00:00:00,14.4,0,62.1,-79.73515547934852,-114.96328512793086,57.92,0
2023-01-22 03:00:00,18.7,0,56.9,47.97491691989289,58.08336442010079,65.66,0
2023-01-23 20:00:00,12.0,5,61.6,13.834328603886043,135.32577299996206,53.6,0
2023-01-23 21:00:00,11.5,0,66.5,-27.44661684352417,163.9613489177043,52.7,0
2023-01-24 01:00:00,15.2,0,60.5,-12.877577307216818,-93.31062621365763,59.36,0
2023-01-24 02:00:00,13.6,0,57.3,-48.000091923121204,-141.7822727229118,56.48,0
2023-01-24 16:00:00,15.2,5,79.0,15.903399776967596,164.56853971432662,59.36,0
2023-01-24 22:00:00,17.5,0,62.7,-77.19197780197625,1.6210526597408759,63.5,0
2023-01-25 02:00:00,14.2,5,53.7,-38.12678532728469,-96.17091952460608,57.56,0
2023-01-25 09:00:00,17.5,0,71.0,32.12999429267481,-153.58893571454303,63.5,0
2023-01-26 07:00:00,13.1,0,54.2,-63.84119536430926,111.59234772605008,55.58,0
2023-01-26 10:00:00,20.3,0,67.1,15.840083417333116,165.86866899768796,68.54,0
2023-01-28 16:00:00,21.3,0,67.8,-49.27096259942648,-25.50618289500413,70.34,0
2023-01-28 23:00:00,21.6,0,62.9,31.5820881605566,-83.9539622038209,70.88,0
2023-01-29 02:00:00,24.6,5,56.6,89.92038658507894,-119.2109531866578,76.28,0
2023-01-29 04:00:00,16.0,0,60.7,47.24045256147632,-132.94176350768737,60.8,0
2023-01-29 13:00:00,17.5,0,51.3,-54.675770992890186,173.8608766396923,63.5,0
2023-01-30 00:00:00,18.5,0,59.9,-21.421570739688015,106.71860214845184,65.3,0
2023-01-30 21:00:00,21.8,0,66.3,22.08411737096354,90.76115977091094,71.24000000000001,0
2023-01-31 01:00:00,19.7,0,58.4,-12.36569285861737,-177.82306445376776,67.46,0
2023-01-31 06:00:00,19.8,5,75.0,-26.020919274468884,72.56349561705923,67.64,0
2023-01-31 13:00:00,18.6,0,61.8,-1.8675968309559376,-26.112049859991938,65.48,0
2023-02-01 19:00:00,25.2,0,53.3,-68.72064798760405,-68.51098400213192,77.36,1
2023-02-03 05:00:00,17.2,0,47.2,55.78639565452188,-52.27297572370007,62.959999999999994,0
2023-02-03 09:00:00,20.7,0,55.5,-7.357675808397439,16.936324421607978,69.25999999999999,0
2023-02-03 16:00:00,18.6,20,48.4,61.95821855150576,153.38144153457557,65.48,0
2023-02-04 22:00:00,13.9,0,67.0,9.624919717772979,-19.322510404837956,57.02,0
2023-02-05 06:00:00,20.6,0,64.0,-2.1280184440534766,28.552825003845918,69.08,0
2023-02-05 22:00:00,20.2,5,59.5,-44.58385312745632,-158.95512459472428,68.36,0
2023-02-06 07:00:00,19.5,0,67.4,-52.4104316109738,-115.50098941554569,67.1,0
2023-02-06 15:00:00,17.8,0,78.6,18.56702162213046,-149.2549091414202,64.04,0
